Source: (15.00, 1.00, -4.50), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (14.94, 0.94, -4.95), Time: 0.0013s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (15.00, 1.00, -15.00), Reflection: 1, Hit: (14.43, 0.36, -0.75), Time: 0.0138s, Energy: 0.48
Source: (15.00, 1.00, -4.50), Receiver: (15.00, 1.00, -15.00), Reflection: 2, Hit: (13.92, 0.42, -4.95), Time: 0.0261s, Energy: 0.38
Source: (15.00, 1.00, -4.50), Receiver: (15.00, 1.00, -15.00), Reflection: 3, Hit: (13.79, 0.43, -3.89), Time: 0.0292s, Energy: 0.12
Source: (15.00, 1.00, -4.50), Receiver: (15.00, 1.00, -15.00), Reflection: 4, Hit: (14.02, 0.92, -4.95), Time: 0.0327s, Energy: 0.09
Source: (15.00, 1.00, -4.50), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (14.67, 1.73, -4.95), Time: 0.0027s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (14.67, 1.73, -4.95), Time: 0.0027s, Energy: 0.64
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (14.59, 1.58, -4.95), Time: 0.0024s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (16.52, 0.81, -4.95), Time: 0.0047s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 1, Hit: (18.75, 0.53, -4.29), Time: 0.0115s, Energy: 0.24
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 2, Hit: (19.95, 0.38, -4.65), Time: 0.0152s, Energy: 0.19
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 3, Hit: (18.92, 0.25, -4.95), Time: 0.0183s, Energy: 0.15
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (15.09, 0.67, -4.95), Time: 0.0017s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (15.01, 0.89, -4.95), Time: 0.0014s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (13.86, 0.90, -4.95), Time: 0.0036s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 1, Hit: (13.39, 0.86, -4.76), Time: 0.0051s, Energy: 0.24
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 2, Hit: (12.92, 0.82, -4.95), Time: 0.0065s, Energy: 0.19
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 3, Hit: (12.44, 0.78, -4.76), Time: 0.0080s, Energy: 0.06
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 4, Hit: (14.71, 0.78, -4.95), Time: 0.0147s, Energy: 0.05
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (16.66, 1.23, -4.95), Time: 0.0051s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (19.95, 1.69, -4.06), Time: 0.0151s, Energy: 0.64
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (19.95, 1.51, 1.66), Time: 0.0231s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (17.50, 1.76, 4.70), Time: 0.0345s, Energy: 0.48
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (19.95, 1.59, -3.49), Time: 0.0148s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (13.53, 0.74, -4.95), Time: 0.0045s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (12.91, 0.63, -4.76), Time: 0.0065s, Energy: 0.24
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 2, Hit: (12.29, 0.51, -4.95), Time: 0.0084s, Energy: 0.19
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 3, Hit: (11.65, 0.40, -4.75), Time: 0.0104s, Energy: 0.06
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 4, Hit: (11.01, 0.28, -4.95), Time: 0.0123s, Energy: 0.05
Source: (15.00, 1.00, -4.50), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (14.92, 0.71, -4.95), Time: 0.0016s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (16.38, 0.93, -4.95), Time: 0.0042s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (11.00, 1.00, -19.00), Reflection: 1, Hit: (18.63, 0.81, -4.22), Time: 0.0111s, Energy: 0.24
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (15.05, 0.94, -4.95), Time: 0.0013s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, 4.00), Reflection: 1, Hit: (15.60, 0.19, 0.59), Time: 0.0177s, Energy: 0.48
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (13.79, 0.35, -4.71), Time: 0.0040s, Energy: 0.30
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (14.91, 2.61, -4.95), Time: 0.0049s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, 4.00), Reflection: 1, Hit: (14.91, 2.61, -4.95), Time: 0.0049s, Energy: 0.64
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (13.79, 0.31, -4.95), Time: 0.0043s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (14.43, 1.26, -4.95), Time: 0.0023s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (14.88, 1.10, -4.95), Time: 0.0014s, Energy: 0.80
Source: (15.00, 1.00, -4.50), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (14.95, 0.75, -4.95), Time: 0.0015s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (3.06, 3.00, -2.49), Time: 0.0102s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 1, Hit: (1.64, 1.03, -4.95), Time: 0.0203s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 2, Hit: (1.64, 1.03, -4.95), Time: 0.0203s, Energy: 0.51
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 3, Hit: (4.95, 1.71, -4.57), Time: 0.0302s, Energy: 0.41
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 4, Hit: (-1.29, 3.00, -3.86), Time: 0.0489s, Energy: 0.33
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (4.95, 0.43, 0.51), Time: 0.0026s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (4.95, 1.34, 0.05), Time: 0.0016s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 1, Hit: (2.74, 3.00, 0.27), Time: 0.0097s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (4.95, 1.46, 0.37), Time: 0.0022s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 1, Hit: (3.43, 3.00, 1.63), Time: 0.0095s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (4.35, 3.00, -0.33), Time: 0.0059s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (4.84, 3.00, 0.55), Time: 0.0061s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (19.00, 1.00, 4.00), Reflection: 1, Hit: (4.95, 2.36, 0.73), Time: 0.0081s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (4.16, 3.00, -0.62), Time: 0.0062s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (3.21, 3.00, -0.53), Time: 0.0071s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (1.08, 3.00, 1.78), Time: 0.0127s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (4.95, 1.08, -0.05), Time: 0.0013s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (4.95, 0.72, 0.96), Time: 0.0032s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (4.95, 2.05, 2.29), Time: 0.0075s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 1, Hit: (4.54, 3.00, 4.36), Time: 0.0142s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 2, Hit: (4.43, 2.73, 4.95), Time: 0.0161s, Energy: 0.51
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (4.95, 0.87, 0.00), Time: 0.0014s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (4.95, 1.65, -3.43), Time: 0.0103s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 1, Hit: (4.75, 1.94, -4.95), Time: 0.0148s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 2, Hit: (4.02, 3.00, 0.60), Time: 0.0314s, Energy: 0.51
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 3, Hit: (3.45, 2.17, 4.95), Time: 0.0444s, Energy: 0.41
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (2.79, 1.34, 4.95), Time: 0.0153s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (-4.95, 2.18, -2.93), Time: 0.0291s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 1, Hit: (1.55, 3.00, -4.95), Time: 0.0490s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 2, Hit: (1.59, 3.00, -4.94), Time: 0.0492s, Energy: 0.51
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 3, Hit: (4.95, 2.58, -3.89), Time: 0.0595s, Energy: 0.41
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (4.95, 0.83, 0.19), Time: 0.0015s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (4.95, 0.73, 0.20), Time: 0.0016s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (4.95, 1.16, 0.16), Time: 0.0015s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, 4.00), Reflection: 1, Hit: (-0.08, 3.00, 1.95), Time: 0.0179s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (2.83, 3.00, -0.79), Time: 0.0079s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (4.01, 3.00, 1.02), Time: 0.0067s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (4.95, 0.95, 0.13), Time: 0.0014s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (1.61, 3.00, -4.87), Time: 0.0175s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, 0.00), Reflection: 1, Hit: (1.56, 2.97, -4.95), Time: 0.0178s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (-1.90, 3.00, 1.82), Time: 0.0202s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, 0.00), Reflection: 1, Hit: (-4.95, 2.05, 2.68), Time: 0.0299s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (4.95, 0.87, -1.34), Time: 0.0041s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, 0.00), Reflection: 1, Hit: (3.73, 0.52, -4.95), Time: 0.0153s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (4.95, 0.60, 1.11), Time: 0.0037s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (4.95, 0.74, 2.05), Time: 0.0062s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (15.00, 1.00, -15.00), Reflection: 1, Hit: (4.31, 0.37, 4.95), Time: 0.0149s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (4.95, 0.36, -0.44), Time: 0.0026s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (4.95, 0.47, 0.11), Time: 0.0021s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (4.29, 3.00, 0.24), Time: 0.0059s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (4.35, 3.00, -1.16), Time: 0.0068s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (4.95, 1.24, -0.21), Time: 0.0016s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (1.58, 3.00, -1.78), Time: 0.0136s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (-3.29, 3.00, -2.21), Time: 0.0243s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (-4.95, 2.57, -2.68), Time: 0.0295s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -4.00), Reflection: 2, Hit: (3.03, 0.53, -4.95), Time: 0.0544s, Energy: 0.51
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -4.00), Reflection: 3, Hit: (4.95, 0.03, -4.41), Time: 0.0604s, Energy: 0.41
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (4.95, 1.11, 0.17), Time: 0.0014s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 1, Hit: (4.11, 3.00, -1.98), Time: 0.0101s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 2, Hit: (2.95, 0.39, -4.95), Time: 0.0221s, Energy: 0.51
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (3.83, 3.00, -2.70), Time: 0.0100s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 1, Hit: (3.27, 1.33, -4.95), Time: 0.0183s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (4.95, 0.65, -0.35), Time: 0.0019s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (4.95, 0.88, -0.27), Time: 0.0016s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (4.85, 3.00, -0.85), Time: 0.0064s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (4.85, 3.00, -0.85), Time: 0.0064s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 2, Hit: (3.21, 1.78, 4.95), Time: 0.0244s, Energy: 0.51
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (4.95, 0.92, -0.97), Time: 0.0031s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (3.10, 0.57, -4.95), Time: 0.0160s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (4.95, 1.93, -0.23), Time: 0.0031s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (4.43, 3.00, -0.49), Time: 0.0066s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (3.47, 3.00, -0.77), Time: 0.0069s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (4.95, 0.53, -0.10), Time: 0.0019s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (4.95, 1.31, 0.21), Time: 0.0017s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -19.00), Reflection: 1, Hit: (2.52, 3.00, 1.36), Time: 0.0110s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (4.95, 0.78, -0.81), Time: 0.0028s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (4.95, 1.71, -0.16), Time: 0.0025s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 1, Hit: (4.14, 3.00, -0.44), Time: 0.0070s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (4.95, 1.69, -0.12), Time: 0.0024s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 1, Hit: (4.10, 3.00, -0.36), Time: 0.0070s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (4.95, 1.38, -0.34), Time: 0.0020s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 1, Hit: (3.04, 3.00, -1.80), Time: 0.0104s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (4.95, 1.85, -0.21), Time: 0.0029s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 1, Hit: (4.34, 3.00, -0.50), Time: 0.0068s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (4.95, 1.23, -0.02), Time: 0.0015s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 1, Hit: (1.47, 3.00, -0.19), Time: 0.0129s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (-1.00, 0.70, -4.95), Time: 0.0216s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 1, Hit: (-4.95, 0.49, -1.40), Time: 0.0371s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 2, Hit: (2.11, 0.10, 4.95), Time: 0.0648s, Energy: 0.51
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (-2.13, 0.64, 4.95), Time: 0.0241s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 1, Hit: (-4.95, 0.48, 2.85), Time: 0.0344s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (-2.22, 0.33, 4.95), Time: 0.0244s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, -11.00), Reflection: 1, Hit: (-4.95, 0.06, 2.94), Time: 0.0343s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (-4.95, 2.22, -2.31), Time: 0.0286s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, -11.00), Reflection: 1, Hit: (1.14, 3.00, -3.80), Time: 0.0470s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, -11.00), Reflection: 2, Hit: (4.95, 2.51, -4.73), Time: 0.0585s, Energy: 0.51
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, -11.00), Reflection: 3, Hit: (4.04, 2.39, -4.95), Time: 0.0613s, Energy: 0.41
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, -11.00), Reflection: 4, Hit: (3.07, 3.00, -4.40), Time: 0.0650s, Energy: 0.33
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (3.90, 3.00, -1.50), Time: 0.0075s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (4.95, 0.89, -0.15), Time: 0.0014s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (4.95, 1.70, -0.32), Time: 0.0026s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (15.00, 1.00, 0.00), Reflection: 1, Hit: (4.11, 3.00, -0.93), Time: 0.0075s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (4.77, 3.00, 1.12), Time: 0.0067s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (15.00, 1.00, 0.00), Reflection: 1, Hit: (4.95, 1.71, 1.85), Time: 0.0111s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (-1.87, 3.00, 0.46), Time: 0.0195s, Energy: 0.80
Source: (4.50, 1.00, 0.00), Receiver: (15.00, 1.00, 0.00), Reflection: 1, Hit: (-4.95, 1.97, -4.76), Time: 0.0374s, Energy: 0.64
Source: (4.50, 1.00, 0.00), Receiver: (15.00, 1.00, 0.00), Reflection: 2, Hit: (-4.84, 1.93, -4.95), Time: 0.0381s, Energy: 0.51
Source: (15.00, 1.00, -19.50), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (14.82, 0.84, -19.95), Time: 0.0015s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (14.09, 0.86, -19.95), Time: 0.0030s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (16.66, 0.08, -19.95), Time: 0.0057s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (12.05, 3.00, -17.92), Time: 0.0114s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 1, Hit: (10.18, 1.73, -16.92), Time: 0.0186s, Energy: 0.48
Source: (15.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 2, Hit: (10.05, 1.82, -16.85), Time: 0.0191s, Energy: 0.38
Source: (15.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 3, Hit: (11.79, 3.00, -15.92), Time: 0.0258s, Energy: 0.31
Source: (15.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (14.41, 0.87, -19.95), Time: 0.0022s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (15.11, 1.53, -19.95), Time: 0.0020s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 1, Hit: (15.43, 3.00, -18.69), Time: 0.0078s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (14.53, 1.82, -19.95), Time: 0.0030s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 1, Hit: (13.86, 3.00, -19.30), Time: 0.0074s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (19.00, 1.00, 4.00), Reflection: 2, Hit: (13.86, 3.00, -19.30), Time: 0.0074s, Energy: 0.51
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (15.43, 0.63, -19.95), Time: 0.0021s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (14.27, 1.90, -19.95), Time: 0.0036s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (4.00, 1.00, 4.00), Reflection: 1, Hit: (13.37, 3.00, -19.40), Time: 0.0081s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (4.00, 1.00, 4.00), Reflection: 2, Hit: (11.11, 0.22, -18.01), Time: 0.0193s, Energy: 0.38
